"id","scientificName","names_wo_author","est"
342,"Balfourodendron molle (Miq.) Pirani","Balfourodendron molle","MG"
343,"Balfourodendron riedelianum (Engl.) Engl.","Balfourodendron riedelianum","MG"
401,"Citrus reticulata Blanco","Citrus reticulata","MG"
409,"Citrus ×aurantium L.","Citrus ×aurantium","MG"
414,"Citrus ×limon (L.) Osbeck","Citrus ×limon","MG/ES"
453,"Conchocarpus fontanesianus (A. St.-Hil.) Kallunki & Pirani","Conchocarpus fontanesianus","MG"
542,"Dictyoloma vandellianum A.Juss.","Dictyoloma vandellianum","MG/ES"
573,"Esenbeckia almawillia Kaastra","Esenbeckia almawillia","MG"
580,"Esenbeckia decidua Pirani","Esenbeckia decidua","MG"
583,"Esenbeckia febrifuga (A.St.-Hil.) A. Juss. ex Mart.","Esenbeckia febrifuga","MG/ES"
589,"Esenbeckia grandiflora Mart.","Esenbeckia grandiflora","MG/ES"
591,"Esenbeckia grandiflora Mart. subsp. grandiflora","Esenbeckia grandiflora","MG/ES"
592,"Esenbeckia grandiflora Mart. var. grandiflora","Esenbeckia grandiflora","MG/ES"
601,"Esenbeckia leiocarpa Engl.","Esenbeckia leiocarpa","MG/ES"
607,"Esenbeckia pilocarpoides Kunth","Esenbeckia pilocarpoides","MG/ES"
611,"Esenbeckia pumila Pohl","Esenbeckia pumila","MG"
733,"Galipea ciliata Taub.","Galipea ciliata","MG"
746,"Galipea jasminiflora (A.St.-Hil.) Engl.","Galipea jasminiflora","MG/ES"
774,"Helietta apiculata Benth.","Helietta apiculata","MG"
777,"Helietta glaziovii (Engl.) Pirani","Helietta glaziovii","MG"
786,"Hortia brasiliana Vand. ex DC.","Hortia brasiliana","MG/ES"
819,"Metrodorea nigra A.St.-Hil.","Metrodorea nigra","MG/ES"
823,"Metrodorea stipularis Mart.","Metrodorea stipularis","MG/ES"
837,"Murraya paniculata (L.) Jack","Murraya paniculata","MG/ES"
847,"Neoraputia alba (Nees & Mart.) Emmerich ex Kallunki","Neoraputia alba","MG/ES"
873,"Pilocarpus giganteus Engl.","Pilocarpus giganteus","MG/ES"
888,"Pilocarpus pennatifolius Lem.","Pilocarpus pennatifolius","MG"
890,"Pilocarpus pennatifolius Lem. var. pennatifolius","Pilocarpus pennatifolius","MG"
898,"Pilocarpus spicatus A.St.-Hil.","Pilocarpus spicatus","MG/ES"
903,"Pilocarpus spicatus A.St.-Hil. subsp. spicatus","Pilocarpus spicatus","MG/ES"
904,"Pilocarpus spicatus A.St.-Hil. var. spicatus","Pilocarpus spicatus","MG/ES"
907,"Pilocarpus sulcatus Skorupa","Pilocarpus sulcatus","MG"
908,"Pilocarpus trachylophus Holmes","Pilocarpus trachylophus","MG"
953,"Rauia resinosa Nees & Mart.","Rauia resinosa","MG/ES"
1068,"Zanthoxylum acuminatum (Sw.) Sw.","Zanthoxylum acuminatum","MG/ES"
1070,"Zanthoxylum acuminatum subsp. juniperinum (Poepp.) Reynel","Zanthoxylum acuminatum","MG/ES"
1081,"Zanthoxylum caribaeum Lam.","Zanthoxylum caribaeum","MG/ES"
1083,"Zanthoxylum caribaeum subsp. rugosum (A.St.-Hil. & Tul.) Reynel","Zanthoxylum caribaeum","MG/ES"
1104,"Zanthoxylum fagara (L.) Sarg.","Zanthoxylum fagara","MG/ES"
1108,"Zanthoxylum fagara subsp. lentiscifolium (Humb. & Bonpl. ex Willd.) Reynel","Zanthoxylum fagara","MG/ES"
1133,"Zanthoxylum monogynum A.St.-Hil.","Zanthoxylum monogynum","MG/ES"
1135,"Zanthoxylum monogynum A.St.-Hil. subsp. monogynum","Zanthoxylum monogynum","MG/ES"
1139,"Zanthoxylum nemorale Mart.","Zanthoxylum nemorale","MG/ES"
1152,"Zanthoxylum petiolare A.St.-Hil. & Tul.","Zanthoxylum petiolare","MG/ES"
1162,"Zanthoxylum rhoifolium Lam.","Zanthoxylum rhoifolium","MG/ES"
1169,"Zanthoxylum riedelianum Engl.","Zanthoxylum riedelianum","MG"
1173,"Zanthoxylum riedelianum Engl. subsp. riedelianum","Zanthoxylum riedelianum","MG"
1174,"Zanthoxylum rigidum Humb. & Bonpl. ex Willd.","Zanthoxylum rigidum","MG"
1175,"Zanthoxylum rigidum subsp. hasslerianum (Chodat) Reynel","Zanthoxylum rigidum","MG"
1182,"Zanthoxylum stelligerum Turcz.","Zanthoxylum stelligerum","MG"
1186,"Zanthoxylum tingoassuiba A.St.-Hil.","Zanthoxylum tingoassuiba","MG/ES"
1301,"Picrasma crenata (Vell.) Engl.","Picrasma crenata","MG"
1381,"Simarouba amara Aubl.","Simarouba amara","MG/ES"
1394,"Simarouba versicolor A.St.-Hil.","Simarouba versicolor","MG"
1430,"Brasiliopuntia brasiliensis (Willd.) A.Berger","Brasiliopuntia brasiliensis","MG/ES"
1444,"Cereus hildmannianus K.Schum.","Cereus hildmannianus","MG"
1445,"Cereus hildmannianus K.Schum. subsp. hildmannianus","Cereus hildmannianus","MG"
1447,"Cereus jamacaru DC.","Cereus jamacaru","MG"
1449,"Cereus jamacaru DC. subsp. jamacaru","Cereus jamacaru","MG"
1479,"Coleocephalocereus goebelianus (Vaupel) Buining","Coleocephalocereus goebelianus","MG"
1517,"Facheiroa cephaliomelana Buining & Brederoo","Facheiroa cephaliomelana","MG"
1636,"Pereskia grandifolia Haw.","Pereskia grandifolia","MG/ES"
1648,"Pilosocereus azulensis N.P.Taylor & Zappi","Pilosocereus azulensis","MG"
1668,"Pilosocereus pachycladus F.Ritter","Pilosocereus pachycladus","MG"
1669,"Pilosocereus pachycladus F.Ritter subsp. pachycladus","Pilosocereus pachycladus","MG"
4038,"Ludwigia anastomosans (DC.) H.Hara","Ludwigia anastomosans","MG"
4248,"Carpotroche brasiliensis (Raddi) A Gray","Carpotroche brasiliensis","MG/ES"
4254,"Sambucus australis Cham. & Schltdl.","Sambucus australis","MG"
4381,"Anacardium occidentale L.","Anacardium occidentale","MG/ES"
4383,"Astronium concinnum Schott","Astronium concinnum","MG/ES"
4384,"Astronium fraxinifolium Schott","Astronium fraxinifolium","MG"
4385,"Astronium graveolens Jacq.","Astronium graveolens","MG/ES"
4388,"Cyrtocarpa caatingae J.D.Mitch. & Daly","Cyrtocarpa caatingae","MG"
4391,"Lithraea molleoides (Vell.) Engl.","Lithraea molleoides","MG/ES"
4396,"Schinopsis brasiliensis Engl.","Schinopsis brasiliensis","MG"
4403,"Spondias macrocarpa Engl.","Spondias macrocarpa","MG/ES"
4404,"Spondias mombin L.","Spondias mombin","MG/ES"
4405,"Spondias tuberosa Arruda","Spondias tuberosa","MG/ES"
4406,"Spondias venulosa (Mart. ex Engl.) Engl.","Spondias venulosa","MG/ES"
4408,"Tapirira guianensis Aubl.","Tapirira guianensis","MG/ES"
4409,"Tapirira obtusa (Benth.) J.D.Mitch.","Tapirira obtusa","MG/ES"
4411,"Thyrsodium spruceanum Benth.","Thyrsodium spruceanum","MG/ES"
4521,"Aspidosperma australe Müll.Arg.","Aspidosperma australe","MG"
4522,"Aspidosperma camporum Müll.Arg.","Aspidosperma camporum","MG"
4523,"Aspidosperma compactinervium Kuhlm.","Aspidosperma compactinervium","MG/ES"
4524,"Aspidosperma cuspa (Kunth) S.F.Blake","Aspidosperma cuspa","MG"
4525,"Aspidosperma cylindrocarpon Müll.Arg.","Aspidosperma cylindrocarpon","MG/ES"
4527,"Aspidosperma illustre (Vell.) Kuhlm. & Pirajá","Aspidosperma illustre","MG/ES"
4529,"Aspidosperma parvifolium A.DC.","Aspidosperma parvifolium","MG/ES"
4530,"Aspidosperma polyneuron Müll.Arg.","Aspidosperma polyneuron","MG/ES"
4532,"Aspidosperma ramiflorum Müll.Arg.","Aspidosperma ramiflorum","MG/ES"
4535,"Aspidosperma subincanum Mart.","Aspidosperma subincanum","MG/ES"
4606,"Geissospermum laeve (Vell.) Miers","Geissospermum laeve","MG/ES"
4620,"Himatanthus bracteatus (A. DC.) Woodson","Himatanthus bracteatus","MG/ES"
4621,"Himatanthus drasticus (Mart.) Plumel","Himatanthus drasticus","MG"
4651,"Malouetia cestroides (Nees ex Mart.) Müll.Arg.","Malouetia cestroides","MG"
4843,"Rauvolfia grandiflora Mart. ex A.DC.","Rauvolfia grandiflora","MG/ES"
4846,"Rauvolfia pruinosifolia I.Koch & Kin.-Gouv.","Rauvolfia pruinosifolia","MG"
4847,"Rauvolfia sellowii Müll.Arg.","Rauvolfia sellowii","MG"
4861,"Tabernaemontana catharinensis A.DC.","Tabernaemontana catharinensis","MG/ES"
4862,"Tabernaemontana flavicans Willd. ex Roem. & Schult.","Tabernaemontana flavicans","MG/ES"
4863,"Tabernaemontana hystrix Steud.","Tabernaemontana hystrix","MG/ES"
4864,"Tabernaemontana laeta Mart.","Tabernaemontana laeta","MG/ES"
4866,"Tabernaemontana solanifolia A.DC.","Tabernaemontana solanifolia","MG"
4879,"Ilex affinis Gardner","Ilex affinis","MG"
4882,"Ilex brasiliensis (Spreng.) Loes.","Ilex brasiliensis","MG"
4883,"Ilex brevicuspis Reissek","Ilex brevicuspis","MG"
4885,"Ilex cerasifolia Reissek","Ilex cerasifolia","MG"
4888,"Ilex conocarpa Reissek","Ilex conocarpa","MG"
4889,"Ilex dumosa Reissek","Ilex dumosa","MG/ES"
4895,"Ilex integerrima (Vell.) Reissek","Ilex integerrima","MG/ES"
4899,"Ilex lundii Warm.","Ilex lundii","MG"
4900,"Ilex microdonta Reissek","Ilex microdonta","MG"
4904,"Ilex paraguariensis A.St.-Hil.","Ilex paraguariensis","MG"
4906,"Ilex pseudobuxus Reissek","Ilex pseudobuxus","MG/ES"
4907,"Ilex sapotifolia Reissek","Ilex sapotifolia","MG"
4910,"Ilex theezans Mart. ex Reissek","Ilex theezans","MG/ES"
4970,"Anthurium santaritense Nadruz & Croat","Anthurium santaritense","MG/ES"
5098,"Aralia warmingiana (Marchal) J.Wen","Aralia warmingiana","MG"
5103,"Dendropanax brasiliensis (Seem.) Frodin","Dendropanax brasiliensis","MG/ES"
5105,"Dendropanax cuneatus (DC.) Decne. & Planch.","Dendropanax cuneatus","MG/ES"
5131,"Oreopanax capitatus (Jacq.) Decne. & Planch.","Oreopanax capitatus","MG/ES"
5132,"Oreopanax fulvus Marchal","Oreopanax fulvus","MG"
5222,"Baccharis oreophila Malme","Baccharis oreophila","MG"
5248,"Baccharis semiserrata DC.","Baccharis semiserrata","MG"
5292,"Dasyphyllum brasiliense (Spreng.) Cabrera","Dasyphyllum brasiliense","MG/ES"
5303,"Dasyphyllum spinescens (Less.) Cabrera","Dasyphyllum spinescens","MG/ES"
5313,"Eremanthus capitatus (Spreng.) MacLeish","Eremanthus capitatus","MG"
5314,"Eremanthus crotonoides (DC.) Sch.Bip.","Eremanthus crotonoides","MG/ES"
5315,"Eremanthus erythropappus (DC.) MacLeish","Eremanthus erythropappus","MG/ES"
5316,"Eremanthus incanus (Less.) Less.","Eremanthus incanus","MG"
5473,"Piptocarpha angustifolia Dusén ex Malme","Piptocarpha angustifolia","MG"
5474,"Piptocarpha axillaris (Less.) Baker","Piptocarpha axillaris","MG/ES"
5480,"Piptocarpha macropoda (DC.) Baker","Piptocarpha macropoda","MG/ES"
5483,"Piptocarpha organensis Cabrera","Piptocarpha organensis","MG"
5488,"Piptocarpha regnellii (Sch.Bip.) Cabrera","Piptocarpha regnellii","MG"
5490,"Piptocarpha robusta G.M.Barroso","Piptocarpha robusta","MG/ES"
5507,"Stifftia chrysantha J.C.Mikan","Stifftia chrysantha","MG"
5510,"Stifftia parviflora (Leandro) D.Don","Stifftia parviflora","MG/ES"
5542,"Wunderlichia azulensis Maguire & G.M.Barroso","Wunderlichia azulensis","MG/ES"
5544,"Wunderlichia mirabilis Riedel ex Baker","Wunderlichia mirabilis","MG"
5742,"Berberis laurina Billb.","Berberis laurina","MG"
5745,"Bixa orellana L.","Bixa orellana","MG/ES"
5747,"Cochlospermum vitifolium (Willd.) Spreng.","Cochlospermum vitifolium","MG"
6591,"Protium brasiliense (Spreng.) Engl.","Protium brasiliense","MG/ES"
6592,"Protium glaziovii Swart","Protium glaziovii","MG/ES"
6594,"Protium heptaphyllum (Aubl.) Marchand subsp. heptaphyllum","Protium heptaphyllum","MG/ES"
6599,"Protium spruceanum (Benth.) Engl.","Protium spruceanum","MG"
6601,"Protium warmingianum Marchand","Protium warmingianum","MG/ES"
6602,"Protium widgrenii Engl.","Protium widgrenii","MG/ES"
6608,"Trattinnickia ferruginea Kuhlm.","Trattinnickia ferruginea","MG"
6678,"Citronella gongonha (Mart.) R.A.Howard","Citronella gongonha","MG/ES"
6679,"Citronella paniculata (Mart.) R.A.Howard","Citronella paniculata","MG/ES"
6681,"Jacaratia heptaphylla (Vell.) A.DC.","Jacaratia heptaphylla","MG/ES"
6682,"Jacaratia spinosa (Aubl.) A.DC.","Jacaratia spinosa","MG/ES"
6688,"Caryocar brasiliense Cambess.","Caryocar brasiliense","MG"
6738,"Cheiloclinium cognatum (Miers) A.C.Sm.","Cheiloclinium cognatum","MG/ES"
6750,"Maytenus boaria Molina","Maytenus boaria","MG"
6776,"Peritassa flaviflora A.C.Sm.","Peritassa flaviflora","MG/ES"
6781,"Peritassa sadleri Lombardi","Peritassa sadleri","MG/ES"
6783,"Plenckia populnea Reissek","Plenckia populnea","MG"
6787,"Pristimera celastroides (Kunth) A.C.Sm.","Pristimera celastroides","MG/ES"
6788,"Pristimera nervosa (Miers) A.C. Sm.","Pristimera nervosa","MG/ES"
6790,"Salacia arborea (Schrank) Peyr.","Salacia arborea","MG/ES"
6791,"Salacia elliptica (Mart.) G. Don","Salacia elliptica","MG/ES"
6798,"Tontelea corcovadensis Glaz. ex A.C. Sm.","Tontelea corcovadensis","MG/ES"
6800,"Tontelea leptophylla A.C. Sm.","Tontelea leptophylla","MG"
6803,"Tontelea miersii (Peyr.) A.C. Sm.","Tontelea miersii","MG/ES"
6804,"Tontelea tenuicula (Miers) A.C. Sm.","Tontelea tenuicula","MG/ES"
6808,"Hedyosmum brasiliense Mart. ex Miq.","Hedyosmum brasiliense","MG/ES"
6824,"Clethra scabra Pers.","Clethra scabra","MG/ES"
6827,"Calophyllum brasiliense Cambess.","Calophyllum brasiliense","MG/ES"
6840,"Clusia mexiae P.F.Stevens","Clusia mexiae","MG"
6841,"Clusia nemorosa G.Mey.","Clusia nemorosa","MG/ES"
6842,"Clusia organensis Planch. & Triana","Clusia organensis","MG/ES"
6853,"Garcinia gardneriana (Planch. & Triana) Zappi","Garcinia gardneriana","MG/ES"
6857,"Kielmeyera altissima Saddi","Kielmeyera altissima","MG"
6859,"Kielmeyera bifaria Saddi","Kielmeyera bifaria","MG"
6860,"Kielmeyera coriacea Mart. & Zucc.","Kielmeyera coriacea","MG"
6866,"Kielmeyera grandiflora (Wawra) Saddi","Kielmeyera grandiflora","MG"
6869,"Kielmeyera lathrophyton Saddi","Kielmeyera lathrophyton","MG"
6887,"Tovomita leucantha (Schltdl.) Planch. & Triana","Tovomita leucantha","MG/ES"
6890,"Tovomitopsis paniculata (Spreng.) Planch. & Triana","Tovomitopsis paniculata","MG/ES"
6905,"Combretum laxum Jacq.","Combretum laxum","MG/ES"
6906,"Combretum leprosum Mart.","Combretum leprosum","MG/ES"
6907,"Combretum mellifluum Eichler","Combretum mellifluum","MG/ES"
6912,"Laguncularia racemosa (L.) C.F.Gaertn.","Laguncularia racemosa","MG/ES"
6917,"Terminalia glabrescens Mart.","Terminalia glabrescens","MG/ES"
6918,"Terminalia januariensis DC.","Terminalia januariensis","MG/ES"
6920,"Terminalia mameluco Pickel","Terminalia mameluco","MG/ES"
6922,"Terminalia triflora (Griseb.) Lillo","Terminalia triflora","MG"
6945,"Bernardinia fluminensis (Gardner) Planch.","Bernardinia fluminensis","MG"
6947,"Connarus beyrichii Planch.","Connarus beyrichii","MG"
6950,"Connarus detersus Planch.","Connarus detersus","MG/ES"
6955,"Connarus regnellii G.Schellenb.","Connarus regnellii","MG"
7123,"Lamanonia cuneata (Cambess.) Kuntze","Lamanonia cuneata","MG"
7124,"Lamanonia ternata Vell.","Lamanonia ternata","MG/ES"
7126,"Weinmannia discolor Gardner","Weinmannia discolor","MG"
7127,"Weinmannia humilis Engl.","Weinmannia humilis","MG/ES"
7128,"Weinmannia organensis Gardner","Weinmannia organensis","MG"
7129,"Weinmannia paulliniifolia Pohl ex Ser.","Weinmannia paulliniifolia","MG"
7327,"Stephanopodium blanchetianum Baill.","Stephanopodium blanchetianum","MG"
7328,"Stephanopodium engleri Baill.","Stephanopodium engleri","MG"
7337,"Curatella americana L.","Curatella americana","MG"
7437,"Diospyros inconstans Jacq.","Diospyros inconstans","MG/ES"
7438,"Diospyros ketun B.Walln.","Diospyros ketun","MG"
7439,"Diospyros riedelii (Hiern) B.Walln.","Diospyros riedelii","MG"
7446,"Sloanea garckeana K.Schum.","Sloanea garckeana","MG/ES"
7447,"Sloanea guianensis (Aubl.) Benth.","Sloanea guianensis","MG/ES"
7448,"Sloanea lasiocoma K.Schum.","Sloanea lasiocoma","MG"
7450,"Sloanea obtusifolia (Moric.) Schum.","Sloanea obtusifolia","MG/ES"
7452,"Sloanea retusa Uittien","Sloanea retusa","MG/ES"
7462,"Agarista oleifolia (Cham.) G.Don","Agarista oleifolia","MG/ES"
7466,"Agarista pulchra (Cham. & Schltdl.) G.Don","Agarista pulchra","MG"
7467,"Agarista revoluta (Spreng.) J.D. Hook. ex Nied.","Agarista revoluta","MG/ES"
7483,"Gaylussacia brasiliensis (Spreng.) Meisn.","Gaylussacia brasiliensis","MG/ES"
7500,"Gaylussacia rhododendron Cham. & Schltdl.","Gaylussacia rhododendron","MG"
7503,"Gaylussacia salicifolia Sleumer","Gaylussacia salicifolia","MG"
7682,"Erythroxylum ambiguum Peyr.","Erythroxylum ambiguum","MG"
7689,"Erythroxylum citrifolium A.St.-Hil.","Erythroxylum citrifolium","MG/ES"
7695,"Erythroxylum cuspidifolium Mart.","Erythroxylum cuspidifolium","MG/ES"
7697,"Erythroxylum daphnites Mart.","Erythroxylum daphnites","MG"
7698,"Erythroxylum deciduum A.St.-Hil.","Erythroxylum deciduum","MG/ES"
7717,"Erythroxylum myrsinites Mart.","Erythroxylum myrsinites","MG"
7728,"Erythroxylum pulchrum A.St.-Hil.","Erythroxylum pulchrum","MG/ES"
7735,"Escallonia bifida Link & Otto","Escallonia bifida","MG"
7737,"Escallonia farinacea A.St.-Hil.","Escallonia farinacea","MG"
7771,"Macrocarpaea glaziovii Gilg","Macrocarpaea glaziovii","MG/ES"
7788,"Senaea coerulea Taub.","Senaea coerulea","MG"
7975,"Humiria balsamifera (Aubl.) A.St.-Hil.","Humiria balsamifera","MG/ES"
7988,"Vantanea obovata (Nees & Mart.) Benth.","Vantanea obovata","MG"
8012,"Vismia brasiliensis Choisy","Vismia brasiliensis","MG"
8014,"Vismia magnoliifolia Cham. & Schltdl.","Vismia magnoliifolia","MG/ES"
8015,"Vismia martiana Reichardt","Vismia martiana","MG/ES"
8016,"Vismia micrantha A.St.-Hil.","Vismia micrantha","MG"
8017,"Vismia parviflora Cham. & Schltdl.","Vismia parviflora","MG"
8032,"Emmotum nitens (Benth.) Miers","Emmotum nitens","MG"
8034,"Leretia cordata Vell.","Leretia cordata","MG/ES"
8097,"Lacistema hasslerianum Chodat","Lacistema hasslerianum","MG"
8101,"Lacistema serrulatum Mart.","Lacistema serrulatum","MG"
8107,"Aegiphila fluminensis Vell.","Aegiphila fluminensis","MG/ES"
8112,"Aegiphila luschnathii Schauer","Aegiphila luschnathii","MG/ES"
8114,"Aegiphila mediterranea Vell.","Aegiphila mediterranea","MG"
8116,"Aegiphila obducta Vell.","Aegiphila obducta","MG/ES"
8120,"Aegiphila verticillata Vell.","Aegiphila verticillata","MG/ES"
8121,"Aegiphila vitelliniflora Walp.","Aegiphila vitelliniflora","MG/ES"
8175,"Hyptidendron asperrimum (Spreng.) Harley","Hyptidendron asperrimum","MG/ES"
8176,"Hyptidendron canum (Pohl ex Benth.) Harley","Hyptidendron canum","MG"
8368,"Vitex cymosa Bertero ex Spreng.","Vitex cymosa","MG"
8369,"Vitex mexiae Moldenke","Vitex mexiae","MG"
8371,"Vitex polygama Cham.","Vitex polygama","MG/ES"
8373,"Vitex rufescens A.Juss.","Vitex rufescens","MG/ES"
8374,"Vitex sellowiana Cham.","Vitex sellowiana","MG"
8375,"Vitex vauthieri DC. ex Schauer","Vitex vauthieri","MG"
8377,"Vitex megapotamica (Spreng.) Moldenke","Vitex megapotamica","MG/ES"
8379,"Aiouea acarodomatifera Kosterm.","Aiouea acarodomatifera","MG"
8381,"Aiouea saligna Meisn.","Aiouea saligna","MG/ES"
8383,"Aniba firmula (Nees & Mart.) Mez","Aniba firmula","MG/ES"
8392,"Beilschmiedia taubertiana (Schwacke & Mez) Kosterm.","Beilschmiedia taubertiana","MG/ES"
8398,"Cinnamomum sellowianum (Nees & Mart.) Kosterm.","Cinnamomum sellowianum","MG"
8400,"Cinnamomum tomentulosum Kosterm.","Cinnamomum tomentulosum","MG"
8405,"Cryptocarya citriformis (Vell.) P.L.R.Moraes","Cryptocarya citriformis","MG/ES"
8406,"Cryptocarya mandioccana Meisn.","Cryptocarya mandioccana","MG"
8407,"Cryptocarya micrantha Meisn.","Cryptocarya micrantha","MG/ES"
8408,"Cryptocarya moschata Nees & Mart.","Cryptocarya moschata","MG/ES"
8410,"Cryptocarya saligna Mez","Cryptocarya saligna","MG/ES"
8411,"Cryptocarya sellowiana P.L.R.Moraes","Cryptocarya sellowiana","MG"
8416,"Endlicheria glomerata Mez","Endlicheria glomerata","MG"
8417,"Endlicheria paniculata (Spreng.) J.F.Macbr.","Endlicheria paniculata","MG/ES"
8419,"Licaria armeniaca (Nees) Kosterm.","Licaria armeniaca","MG"
8421,"Licaria guianensis Aubl.","Licaria guianensis","MG/ES"
8426,"Nectandra cissiflora Nees","Nectandra cissiflora","MG"
8428,"Nectandra grandiflora Nees & Mart","Nectandra grandiflora","MG/ES"
8429,"Nectandra lanceolata Nees","Nectandra lanceolata","MG/ES"
8430,"Nectandra leucantha Nees & Mart.","Nectandra leucantha","MG"
8431,"Nectandra megapotamica (Spreng.) Mez","Nectandra megapotamica","MG/ES"
8432,"Nectandra membranacea (Sw.) Griseb.","Nectandra membranacea","MG/ES"
8433,"Nectandra nitidula Nees & Mart.","Nectandra nitidula","MG/ES"
8434,"Nectandra oppositifolia Nees & Mart.","Nectandra oppositifolia","MG/ES"
8435,"Nectandra psammophila Nees","Nectandra psammophila","MG/ES"
8436,"Nectandra puberula (Schott) Nees","Nectandra puberula","MG/ES"
8437,"Nectandra reticulata (Ruiz & Pav.) Mez","Nectandra reticulata","MG/ES"
8439,"Nectandra weddellii Meisn.","Nectandra weddellii","MG"
8441,"Ocotea aciphylla (Nees & Mart.) Mez","Ocotea aciphylla","MG/ES"
8446,"Ocotea beyrichii (Nees) Mez","Ocotea beyrichii","MG"
8447,"Ocotea brachybotrya (Meisn.) Mez","Ocotea brachybotrya","MG/ES"
8449,"Ocotea caesia Mez","Ocotea caesia","MG"
8450,"Ocotea catharinensis Mez","Ocotea catharinensis","MG/ES"
8451,"Ocotea citrosmoides (Nees) Mez","Ocotea citrosmoides","MG"
8454,"Ocotea daphnifolia (Meisn.) Mez","Ocotea daphnifolia","MG/ES"
8455,"Ocotea dispersa (Nees & Mart.) Mez","Ocotea dispersa","MG/ES"
8456,"Ocotea divaricata (Nees) Mez","Ocotea divaricata","MG/ES"
8459,"Ocotea frondosa (Meisn.) Mez","Ocotea frondosa","MG"
8460,"Ocotea glauca (Nees & Mart.) Mez","Ocotea glauca","MG/ES"
8461,"Ocotea glaziovii Mez","Ocotea glaziovii","MG/ES"
8462,"Ocotea hypoglauca (Nees & Mart.) Mez","Ocotea hypoglauca","MG"
8463,"Ocotea indecora (Schott) Mez","Ocotea indecora","MG/ES"
8465,"Ocotea lanata (Nees & Mart.) Mez","Ocotea lanata","MG"
8466,"Ocotea lancifolia (Schott) Mez","Ocotea lancifolia","MG/ES"
8468,"Ocotea laxa (Nees) Mez","Ocotea laxa","MG/ES"
8471,"Ocotea minarum (Nees & Mart.) Mez","Ocotea minarum","MG"
8473,"Ocotea notata (Nees & Mart.) Mez","Ocotea notata","MG/ES"
8475,"Ocotea nutans (Nees) Mez","Ocotea nutans","MG/ES"
8476,"Ocotea odorifera (Vell.) Rohwer","Ocotea odorifera","MG"
8477,"Ocotea percoriacea Kosterm.","Ocotea percoriacea","MG"
8478,"Ocotea polyantha (Nees & Mart.) Mez","Ocotea polyantha","MG/ES"
8479,"Ocotea porosa (Nees & Mart.) Barroso","Ocotea porosa","MG"
8480,"Ocotea pulchella (Nees & Mart.) Mez","Ocotea pulchella","MG/ES"
8482,"Ocotea sassafras (Meisn.) Mez","Ocotea sassafras","MG/ES"
8485,"Ocotea silvestris Vattimo-Gil","Ocotea silvestris","MG/ES"
8487,"Ocotea tabacifolia (Meisn.) Rohwer","Ocotea tabacifolia","MG"
8489,"Ocotea tristis (Nees & Mart.) Mez","Ocotea tristis","MG"
8490,"Ocotea urbaniana Mez","Ocotea urbaniana","MG"
8492,"Ocotea velloziana (Meisn.) Mez","Ocotea velloziana","MG"
8493,"Ocotea velutina (Nees) Rohwer","Ocotea velutina","MG/ES"
8494,"Ocotea villosa Kosterm.","Ocotea villosa","MG"
8496,"Ocotea corymbosa (Meisn.) Mez","Ocotea corymbosa","MG/ES"
8499,"Ocotea diospyrifolia (Meisn.) Mez","Ocotea diospyrifolia","MG/ES"
8503,"Ocotea microbotrys (Meisn.) Mez","Ocotea microbotrys","MG"
8504,"Ocotea nectandrifolia Mez","Ocotea nectandrifolia","MG"
8505,"Ocotea nitida (Meisn.) Rohwer","Ocotea nitida","MG/ES"
8507,"Ocotea puberula (Rich.) Nees","Ocotea puberula","MG/ES"
8509,"Ocotea spixiana (Nees) Mez","Ocotea spixiana","MG"
8510,"Ocotea teleiandra (Meisn.) Mez","Ocotea teleiandra","MG/ES"
8512,"Persea alba Nees & Mart.","Persea alba","MG/ES"
8513,"Persea aurata Miq.","Persea aurata","MG/ES"
8515,"Persea fulva L.E.Kopp","Persea fulva","MG"
8516,"Persea fulva L.E.Kopp var. fulva","Persea fulva","MG"
8517,"Persea major (Meisn.) L.E.Kopp","Persea major","MG/ES"
8521,"Persea rufotomentosa Nees & C.Mart.","Persea rufotomentosa","MG/ES"
8522,"Persea venosa Nees & Mart.","Persea venosa","MG"
8523,"Persea willdenovii Kosterm.","Persea willdenovii","MG"
8525,"Phyllostemonodaphne geminiflora (Mez) Kosterm.","Phyllostemonodaphne geminiflora","MG/ES"
8535,"Urbanodendron verrucosum (Nees) Mez","Urbanodendron verrucosum","MG/ES"
8541,"Cariniana estrellensis (Raddi) Kuntze","Cariniana estrellensis","MG/ES"
8542,"Cariniana ianeirensis R.Knuth","Cariniana ianeirensis","MG/ES"
8543,"Cariniana legalis (Mart.) Kuntze","Cariniana legalis","MG/ES"
8554,"Eschweilera ovata (Cambess.) Mart. ex Miers","Eschweilera ovata","MG/ES"
8560,"Lecythis lurida (Miers) S.A.Mori","Lecythis lurida","MG/ES"
8561,"Lecythis pisonis Cambess.","Lecythis pisonis","MG/ES"
8562,"Lecythis schwackei (R.Knuth) S.A.Mori","Lecythis schwackei","MG"
8670,"Strychnos brasiliensis (Spreng.) Mart.","Strychnos brasiliensis","MG/ES"
8778,"Diplusodon virgatus Pohl","Diplusodon virgatus","MG"
8784,"Lafoensia pacari A.St.-Hil.","Lafoensia pacari","MG"
8795,"Magnolia ovata (A.St.-Hil.) Spreng.","Magnolia ovata","MG/ES"
8817,"Barnebya dispar (Griseb.) W.R.Anderson & B.Gates","Barnebya dispar","MG/ES"
8824,"Bunchosia macilenta Dobson","Bunchosia macilenta","MG/ES"
